"998","Karen","31"
"999","Kariobangi North","31"
"1000","Kariobangi South","31"
"1001","Karura","31"
"1002","Kasarani","31"
"1003","Kawangware","31"
"1004","Kayole Central","31"
"1005","Kayole North","31"
"1006","Kayole South","31"
"1007","Kiamaiko","31"
"1008","Kileleshwa","31"
"1009","Kilimani","31"
"1010","Kitisuru","31"
"1011","Komarock","31"
"1012","Korogocho","31"
"1013","Kwa Njenga","31"
"1014","Kwa Reuben","31"
"1015","Kware","31"
"1016","Laini Saba","31"
"1017","Landimawe","31"
"1018","Lindi","31"
"1019","Lower Savanna","31"
"1020","Lucky Summer","31"
"1021","Mabatini","31"
"1022","Makina","31"
"1023","Makongeni","31"
"1024","Maringo / Hamza","31"
"1025","Mathare North","31"
"1026","Matopeni / Spring Valley","31"
"1027","Mihango","31"
"1028","Mlango Kubwa","31"
"1029","Mountain View","31"
"1030","Mowlem","31"
"1031","Mugumo-ini","31"
"1032","Mutu-ini","31"
"1033","Mwiki","31"
"1034","Nairobi South","31"
"1035","Nairobi West","31"
"1036","Ngando","31"
"1037","Ngara","31"
"1038","Ngei ","31"
"1039","Nijiru","31"
"1040","Nyayo Highrise","31"
"1041","Pangani","31"
"1042","Parklands / Highridge","31"
"1043","Pipeline","31"
"1044","Pumwani","31"
"1045","Riruta","31"
"1046","Roysambu","31"
"1047","Ruai","31"
"1048","Serang'ombe","31"
"1049","South C","31"
"1050","Tassia","31"
"1051","Umoja I","31"
"1052","Umoja II","31"
"1053","Upper Savanna","31"
"1054","Utalii","31"
"1055","Uthiru / Ruthimitu","31"
"1056","Viwandani","31"
"1057","Waithaka","31"
"1058","Woodley / Kenyatta Golf Course","31"
"1059","Zimmerman","31"
"1060","Ziwani / Kariokor","31"
"1061","Chemilil / Chemase","32"
"1062","Chemundu / Kapng'etunyi","32"
"1063","Chepkumia","32"
"1064","Chepkunyuk","32"
"1065","Chepterwai","32"
"1066","Kabisaga","32"
"1067","Kabiyet","32"
"1068","Kabwareng","32"
"1069","Kapchorua","32"
"1070","Kapkangani","32"
"1071","Kapsabet","32"
"1072","Kapsimatwo","32"
"1073","Kaptel / Kamoiywo","32"
"1074","Kaptumo-Kaboi","32"
"1075","Kemeloi-maraba","32"
"1076","Kibwareng / Chebilat / Ndurio","32"
"1077","Kilibwoni","32"
"1078","Kipkaren","32"
"1079","Kiptuiya","32"
"1080","Kosirai","32"
"1081","Koyo / Ndurio","32"
"1082","Kurgung / Surangai","32"
"1083","Lelmoko / Ngecheck","32"
